customer_id,age,gender,contract_type,monthly_spend,tenure_months,num_complaints,last_login_days_ago,num_products,email_engagement,support_calls,churned,churn_probability,complaint_group
2308,20,Female,Monthly,71.53,24,3,115,3,0.25,1,1,0.635,3+ Complaints
2309,23,Female,Quarterly,68.0,17,0,11,2,0.05,2,0,0.315,No Complaints
2310,47,Male,Quarterly,60.66,25,4,74,1,0.01,2,1,0.6,3+ Complaints
2311,25,Female,Quarterly,44.43,22,1,75,4,0.88,6,0,0.374,1-2 Complaints
2312,59,Male,Monthly,73.84,15,4,2,2,0.71,4,0,0.407,3+ Complaints
2313,25,Female,Quarterly,70.99,51,3,49,4,0.64,3,0,0.354,3+ Complaints
2314,18,Male,Annual,59.51,53,3,95,2,0.54,7,0,0.527,3+ Complaints
2315,27,Female,Monthly,144.0,48,2,72,2,0.8,0,0,0.34,1-2 Complaints
2316,24,Female,Annual,187.11,50,1,50,2,0.52,1,0,0.272,1-2 Complaints
2317,63,Female,Monthly,20.96,50,5,87,2,0.5,4,1,0.608,3+ Complaints
2318,18,Female,Quarterly,156.83,21,3,101,4,0.91,7,0,0.518,3+ Complaints
2319,47,Female,Monthly,95.68,30,4,111,1,0.73,4,1,0.605,3+ Complaints
2320,62,Female,Monthly,146.67,15,2,67,1,0.38,5,1,0.544,1-2 Complaints
2321,39,Male,Quarterly,136.29,33,2,9,1,0.31,8,0,0.402,1-2 Complaints
2322,41,Male,Annual,78.69,35,0,4,3,0.45,5,0,0.235,No Complaints
2323,61,Male,Monthly,196.79,44,0,93,2,0.13,3,0,0.489,No Complaints
2324,33,Male,Quarterly,94.86,42,2,12,4,0.71,6,0,0.283,1-2 Complaints
2325,32,Male,Monthly,60.2,20,5,78,3,0.09,9,1,0.796,3+ Complaints
2326,49,Female,Quarterly,169.41,4,1,48,1,0.12,5,0,0.484,1-2 Complaints
2327,30,Male,Quarterly,174.03,5,2,74,2,0.75,6,0,0.466,1-2 Complaints
2328,53,Male,Monthly,39.6,34,1,34,2,0.34,3,0,0.381,1-2 Complaints
2329,30,Female,Quarterly,123.32,11,4,10,2,0.59,6,0,0.434,3+ Complaints
2330,34,Female,Quarterly,177.92,46,5,51,3,0.84,1,0,0.377,3+ Complaints
2331,50,Male,Annual,78.1,14,1,41,1,0.11,3,0,0.425,1-2 Complaints
2332,22,Male,Monthly,31.38,12,1,32,3,0.22,5,0,0.468,1-2 Complaints
2333,25,Female,Monthly,135.26,32,4,93,1,0.25,1,1,0.615,3+ Complaints
2334,19,Male,Monthly,169.52,44,2,112,2,0.39,8,1,0.632,1-2 Complaints
2335,61,Female,Quarterly,56.03,32,2,4,4,0.24,8,0,0.407,1-2 Complaints
2336,24,Male,Monthly,139.13,54,1,10,4,0.74,2,0,0.203,1-2 Complaints
2337,47,Female,Quarterly,128.25,22,3,81,4,0.29,9,1,0.629,3+ Complaints
2338,51,Female,Monthly,34.71,19,5,24,4,0.8,8,0,0.528,3+ Complaints
2339,61,Male,Monthly,61.35,34,5,69,1,0.54,7,1,0.634,3+ Complaints
2340,62,Male,Annual,132.23,48,5,98,1,0.24,0,1,0.576,3+ Complaints
2341,51,Male,Monthly,189.4,4,1,108,3,0.83,9,1,0.577,1-2 Complaints
2342,43,Male,Monthly,154.61,41,2,105,4,0.23,4,1,0.594,1-2 Complaints
2343,55,Male,Annual,106.65,12,0,110,2,0.35,9,1,0.574,No Complaints
2344,55,Female,Monthly,57.02,32,2,116,1,0.66,3,0,0.531,1-2 Complaints
2345,55,Male,Quarterly,21.93,50,2,61,1,0.28,7,0,0.473,1-2 Complaints
2346,51,Female,Monthly,47.6,5,0,99,2,0.84,6,0,0.47,No Complaints
2347,51,Female,Quarterly,47.47,45,2,9,1,0.21,6,0,0.372,1-2 Complaints
2348,34,Male,Monthly,122.23,2,3,77,1,0.87,3,0,0.498,3+ Complaints
2349,44,Female,Annual,80.26,53,0,62,3,0.12,4,0,0.377,No Complaints
2350,31,Female,Monthly,89.65,41,1,71,3,0.93,8,0,0.404,1-2 Complaints
2351,51,Female,Monthly,58.52,41,0,27,4,0.34,3,0,0.315,No Complaints
2352,35,Male,Monthly,37.19,14,0,37,1,0.97,9,0,0.345,No Complaints
2353,43,Female,Monthly,141.74,6,3,18,3,0.4,1,0,0.432,3+ Complaints
2354,19,Male,Monthly,98.36,1,1,87,1,0.68,3,0,0.479,1-2 Complaints
2355,52,Male,Annual,77.65,9,4,82,4,0.59,5,1,0.573,3+ Complaints
2356,32,Male,Monthly,179.25,32,3,51,4,0.59,4,0,0.465,3+ Complaints
2357,23,Male,Quarterly,119.19,39,5,42,3,0.76,4,0,0.43,3+ Complaints
2358,35,Male,Monthly,174.69,43,0,118,4,0.47,7,0,0.535,No Complaints
2359,20,Male,Monthly,138.26,28,4,8,2,0.54,2,0,0.402,3+ Complaints
2360,29,Male,Annual,150.82,5,0,97,4,0.16,9,1,0.597,No Complaints
2361,27,Female,Monthly,45.01,22,1,80,4,0.65,5,0,0.465,1-2 Complaints
2362,26,Female,Annual,126.07,2,5,79,3,0.77,7,1,0.612,3+ Complaints
2363,50,Male,Monthly,164.4,13,4,32,3,0.59,3,0,0.482,3+ Complaints
2364,51,Female,Annual,123.48,54,5,95,3,0.08,3,1,0.637,3+ Complaints
2365,51,Female,Monthly,170.51,50,2,66,1,0.66,0,0,0.352,1-2 Complaints
2366,34,Male,Monthly,25.41,18,0,99,4,0.2,9,1,0.621,No Complaints
2367,38,Female,Monthly,119.26,3,4,80,4,0.22,1,1,0.643,3+ Complaints
2368,24,Male,Monthly,141.92,24,5,54,3,0.17,4,1,0.649,3+ Complaints
2369,47,Male,Monthly,135.95,26,1,1,4,0.97,1,0,0.17,1-2 Complaints
2370,60,Female,Monthly,164.95,33,3,34,3,0.2,8,1,0.566,3+ Complaints
2371,27,Male,Monthly,185.17,37,3,89,4,0.09,9,1,0.711,3+ Complaints
2372,26,Male,Annual,122.96,50,3,83,4,0.15,7,1,0.585,3+ Complaints
2373,19,Female,Monthly,147.98,31,0,71,2,0.09,3,0,0.473,No Complaints
2374,37,Female,Quarterly,54.9,50,5,117,2,0.74,5,1,0.587,3+ Complaints
2375,39,Female,Quarterly,158.25,54,0,44,4,1.0,0,0,0.102,No Complaints
2376,55,Male,Quarterly,193.12,5,5,108,2,0.69,3,1,0.624,3+ Complaints
2377,41,Male,Monthly,149.11,13,0,52,3,0.47,3,0,0.388,No Complaints
2378,62,Male,Quarterly,111.9,18,0,40,4,0.55,4,0,0.303,No Complaints
2379,32,Male,Monthly,195.49,51,2,17,3,0.06,0,0,0.368,1-2 Complaints
2380,21,Female,Quarterly,154.92,7,2,108,3,0.1,3,1,0.618,1-2 Complaints
2381,61,Male,Monthly,24.19,47,4,115,4,0.99,8,1,0.593,3+ Complaints
2382,32,Female,Monthly,174.95,21,3,81,3,0.26,4,1,0.612,3+ Complaints
2383,38,Male,Annual,87.16,58,3,119,1,0.06,8,1,0.679,3+ Complaints
2384,24,Male,Annual,143.56,3,4,70,4,0.48,5,1,0.58,3+ Complaints
2385,39,Male,Quarterly,76.76,24,1,69,2,0.7,3,0,0.349,1-2 Complaints
2386,57,Male,Quarterly,65.02,28,2,98,3,0.15,8,1,0.628,1-2 Complaints
2387,52,Male,Quarterly,24.75,50,4,46,4,0.36,9,0,0.536,3+ Complaints
2388,23,Male,Quarterly,144.78,14,3,95,2,0.89,1,0,0.432,3+ Complaints
2389,44,Female,Annual,41.59,2,5,73,4,0.41,6,1,0.657,3+ Complaints
2390,31,Male,Monthly,60.49,47,1,110,2,0.06,1,1,0.544,1-2 Complaints
2391,62,Female,Quarterly,77.7,32,0,72,4,0.71,8,0,0.375,No Complaints
2392,31,Female,Monthly,55.31,34,1,85,1,0.6,0,0,0.39,1-2 Complaints
2393,50,Female,Monthly,110.92,4,3,6,1,0.59,6,0,0.448,3+ Complaints
2394,28,Female,Monthly,87.61,52,3,80,3,0.56,4,0,0.498,3+ Complaints
2395,20,Female,Quarterly,182.64,26,4,96,2,0.81,3,0,0.5,3+ Complaints
2396,49,Female,Monthly,137.84,4,4,23,1,0.6,4,0,0.491,3+ Complaints
2397,26,Male,Quarterly,106.44,31,0,99,1,0.18,4,0,0.479,No Complaints
2398,51,Female,Monthly,147.51,2,2,89,2,0.05,3,1,0.647,1-2 Complaints
2399,48,Male,Annual,42.53,28,5,86,3,0.8,2,0,0.502,3+ Complaints
2400,30,Male,Monthly,95.47,21,3,81,2,0.78,9,1,0.583,3+ Complaints
2401,57,Male,Monthly,48.34,25,5,65,2,0.26,3,1,0.637,3+ Complaints
2402,57,Male,Monthly,144.62,54,1,25,3,0.88,2,0,0.206,1-2 Complaints
2403,53,Male,Monthly,97.21,8,0,108,4,0.85,3,0,0.437,No Complaints
2404,29,Male,Quarterly,107.49,34,2,31,1,0.67,5,0,0.329,1-2 Complaints
2405,19,Female,Monthly,185.13,13,5,62,3,0.8,5,1,0.572,3+ Complaints
2406,55,Male,Quarterly,43.61,43,4,61,4,0.07,1,0,0.516,3+ Complaints
2407,46,Female,Monthly,77.42,39,5,56,3,0.31,6,1,0.63,3+ Complaints
2408,28,Female,Quarterly,57.68,55,1,100,4,0.07,4,0,0.503,1-2 Complaints
2409,51,Male,Quarterly,28.3,55,2,3,1,0.82,5,0,0.206,1-2 Complaints
2410,50,Male,Quarterly,157.78,57,0,109,1,0.56,7,0,0.425,No Complaints
2411,55,Female,Monthly,189.56,5,4,89,1,0.58,6,1,0.661,3+ Complaints
2412,36,Female,Quarterly,36.54,25,4,18,3,0.11,5,0,0.509,3+ Complaints
2413,57,Female,Monthly,89.1,36,3,8,4,0.83,9,0,0.396,3+ Complaints
2414,59,Male,Monthly,74.41,10,1,45,4,0.63,7,0,0.446,1-2 Complaints
2415,25,Female,Monthly,50.42,33,1,93,2,0.2,9,1,0.624,1-2 Complaints
2416,49,Male,Monthly,167.89,5,1,73,2,0.88,8,0,0.478,1-2 Complaints
2417,19,Male,Quarterly,156.99,49,2,28,3,0.35,1,0,0.302,1-2 Complaints
2418,37,Male,Monthly,87.11,46,5,68,3,0.79,8,1,0.577,3+ Complaints
2419,49,Male,Quarterly,144.76,39,0,13,4,0.96,2,0,0.1,No Complaints
2420,39,Male,Annual,165.53,27,2,29,4,0.63,8,0,0.389,1-2 Complaints
2421,49,Female,Monthly,36.81,23,3,90,2,0.74,1,0,0.486,3+ Complaints
2422,24,Female,Annual,90.32,16,0,53,3,0.0,1,0,0.399,No Complaints
2423,22,Female,Quarterly,64.01,51,3,83,1,0.96,1,0,0.331,3+ Complaints
2424,63,Female,Quarterly,175.27,36,1,102,1,0.25,7,1,0.548,1-2 Complaints
2425,51,Male,Monthly,96.79,52,4,24,2,0.24,0,0,0.425,3+ Complaints
2426,42,Male,Quarterly,90.1,50,5,10,4,0.1,1,0,0.433,3+ Complaints
2427,29,Male,Monthly,54.38,21,2,46,3,0.26,6,0,0.529,1-2 Complaints
2428,47,Male,Monthly,130.33,12,1,5,2,0.84,1,0,0.227,1-2 Complaints
2429,54,Male,Monthly,135.73,6,4,13,4,0.48,3,0,0.476,3+ Complaints
2430,40,Male,Annual,54.72,16,4,8,1,0.43,3,0,0.409,3+ Complaints
2431,37,Male,Quarterly,184.79,21,3,116,2,0.98,9,1,0.566,3+ Complaints
2432,44,Female,Monthly,199.36,34,5,30,3,0.03,8,1,0.67,3+ Complaints
2433,60,Female,Quarterly,39.51,28,1,117,2,0.75,4,0,0.447,1-2 Complaints
2434,39,Male,Annual,158.58,28,3,67,2,0.49,8,0,0.535,3+ Complaints
2435,27,Female,Monthly,108.65,38,5,80,3,0.17,7,1,0.724,3+ Complaints
2436,46,Male,Monthly,154.15,19,2,99,1,0.45,2,1,0.545,1-2 Complaints
2437,47,Male,Quarterly,27.66,8,5,86,1,0.84,7,1,0.603,3+ Complaints
2438,48,Male,Monthly,158.6,39,0,32,2,0.67,0,0,0.218,No Complaints
2439,54,Female,Monthly,184.57,50,0,112,2,0.39,7,0,0.527,No Complaints
2440,40,Female,Annual,24.61,13,1,39,3,0.55,9,0,0.425,1-2 Complaints
2441,40,Female,Quarterly,103.01,45,2,49,4,0.28,5,0,0.426,1-2 Complaints
2442,37,Female,Annual,123.54,56,3,65,3,0.62,4,0,0.398,3+ Complaints
2443,28,Female,Annual,103.95,54,2,7,2,0.19,6,0,0.357,1-2 Complaints
2444,22,Male,Quarterly,118.33,26,0,113,4,0.04,6,1,0.574,No Complaints
2445,46,Male,Quarterly,74.76,28,0,40,4,0.89,8,0,0.279,No Complaints
2446,49,Male,Monthly,60.08,59,3,98,4,0.89,1,0,0.413,3+ Complaints
2447,53,Female,Quarterly,92.13,1,3,24,3,0.58,9,0,0.487,3+ Complaints
2448,50,Male,Monthly,96.95,17,1,36,4,0.36,2,0,0.395,1-2 Complaints
2449,22,Female,Quarterly,115.33,40,2,96,3,0.75,0,0,0.363,1-2 Complaints
2450,29,Male,Quarterly,31.21,51,2,92,3,0.01,5,1,0.56,1-2 Complaints
2451,49,Female,Monthly,47.28,11,1,59,2,0.29,8,1,0.557,1-2 Complaints
2452,47,Male,Quarterly,64.96,27,4,106,4,0.32,3,1,0.617,3+ Complaints
2453,60,Male,Annual,73.47,57,3,23,4,0.99,3,0,0.22,3+ Complaints
2454,56,Male,Annual,124.4,11,2,14,1,0.8,7,0,0.336,1-2 Complaints
2455,37,Male,Monthly,163.1,9,2,117,3,0.08,3,1,0.688,1-2 Complaints
2456,23,Male,Monthly,58.33,32,2,31,2,0.34,5,0,0.448,1-2 Complaints
2457,48,Male,Annual,136.18,24,4,105,1,0.29,4,1,0.641,3+ Complaints
2458,27,Female,Quarterly,71.13,9,2,22,2,0.39,6,0,0.423,1-2 Complaints
2459,62,Female,Annual,35.94,42,2,74,1,0.32,7,0,0.505,1-2 Complaints
2460,36,Female,Quarterly,60.54,33,0,108,4,0.3,7,0,0.515,No Complaints
2461,45,Female,Quarterly,98.25,58,3,39,1,0.23,6,0,0.449,3+ Complaints
2462,35,Female,Monthly,144.58,37,5,97,4,0.53,9,1,0.719,3+ Complaints
2463,44,Male,Quarterly,117.27,24,3,101,3,0.03,6,1,0.674,3+ Complaints
2464,59,Male,Monthly,144.3,4,1,83,4,0.83,0,0,0.39,1-2 Complaints
2465,20,Female,Quarterly,53.96,57,5,98,4,0.79,9,1,0.586,3+ Complaints
2466,58,Female,Monthly,172.14,26,3,99,1,0.41,2,1,0.581,3+ Complaints
2467,23,Female,Quarterly,23.08,56,2,86,1,0.77,3,0,0.357,1-2 Complaints
2468,64,Male,Quarterly,60.35,4,5,47,4,0.53,7,1,0.59,3+ Complaints
2469,48,Female,Quarterly,131.85,45,2,92,1,0.12,7,1,0.578,1-2 Complaints
2470,54,Male,Annual,143.73,19,0,54,4,0.4,1,0,0.316,No Complaints
2471,33,Male,Monthly,173.36,36,5,101,4,0.55,8,1,0.71,3+ Complaints
2472,24,Male,Quarterly,197.54,47,1,111,3,0.39,8,0,0.535,1-2 Complaints
2473,35,Male,Monthly,20.2,47,5,85,2,0.24,3,1,0.646,3+ Complaints
2474,29,Female,Quarterly,79.12,7,5,51,2,0.4,0,0,0.515,3+ Complaints
2475,28,Male,Annual,142.25,9,3,59,2,0.43,3,0,0.487,3+ Complaints
2476,41,Male,Quarterly,179.15,20,0,51,3,0.89,3,0,0.24,No Complaints
2477,40,Female,Monthly,27.78,31,2,50,1,0.62,3,0,0.404,1-2 Complaints
2478,64,Male,Monthly,111.04,5,4,33,4,0.68,8,1,0.554,3+ Complaints
2479,52,Male,Monthly,144.1,13,1,97,2,0.39,8,1,0.612,1-2 Complaints
2480,36,Male,Monthly,95.63,33,5,14,2,0.92,7,0,0.445,3+ Complaints
2481,48,Female,Monthly,132.29,43,2,10,4,0.83,4,0,0.273,1-2 Complaints
2482,32,Male,Monthly,77.54,9,4,69,3,0.54,8,1,0.651,3+ Complaints
2483,46,Male,Quarterly,20.19,10,5,58,1,0.49,2,0,0.536,3+ Complaints
2484,48,Male,Annual,162.26,17,1,112,1,0.9,9,0,0.5,1-2 Complaints
2485,62,Female,Annual,170.01,33,5,22,2,0.63,6,0,0.455,3+ Complaints
2486,29,Female,Quarterly,159.54,32,4,59,1,0.93,4,0,0.404,3+ Complaints
2487,46,Female,Quarterly,160.31,56,0,98,4,0.3,5,0,0.426,No Complaints
2488,39,Male,Monthly,94.87,15,4,40,3,0.84,4,0,0.46,3+ Complaints
2489,62,Female,Annual,43.24,9,2,92,3,0.76,1,0,0.42,1-2 Complaints
2490,63,Male,Annual,136.76,45,5,70,4,0.15,1,1,0.556,3+ Complaints
2491,50,Female,Quarterly,162.72,16,4,37,3,0.79,3,0,0.397,3+ Complaints
2492,41,Female,Quarterly,186.29,16,2,33,1,0.47,0,0,0.328,1-2 Complaints
2493,33,Female,Quarterly,127.08,24,4,102,4,0.47,0,0,0.538,3+ Complaints
2494,19,Male,Annual,43.72,42,4,36,4,0.78,3,0,0.354,3+ Complaints
2495,61,Male,Monthly,198.72,28,2,40,3,0.95,0,0,0.277,1-2 Complaints
2496,59,Male,Quarterly,92.79,8,4,107,1,0.92,4,1,0.546,3+ Complaints
2497,64,Female,Monthly,176.07,11,3,23,2,0.76,1,0,0.363,3+ Complaints
2498,49,Male,Quarterly,22.14,59,4,95,2,0.12,3,1,0.581,3+ Complaints
2499,40,Male,Monthly,31.48,19,3,20,4,0.06,2,0,0.498,3+ Complaints
2500,18,Female,Monthly,111.08,20,3,36,1,0.91,7,0,0.435,3+ Complaints
2501,40,Female,Annual,79.05,5,3,32,3,0.87,5,0,0.379,3+ Complaints
2502,38,Male,Annual,102.71,6,2,92,3,0.98,2,0,0.396,1-2 Complaints
2503,44,Female,Quarterly,125.28,25,0,26,4,0.24,3,0,0.31,No Complaints
2504,29,Female,Monthly,97.33,5,5,63,3,0.67,3,1,0.584,3+ Complaints
2505,49,Female,Monthly,124.61,14,5,25,1,0.08,9,1,0.698,3+ Complaints
2506,33,Male,Monthly,136.23,9,4,48,4,0.9,2,0,0.445,3+ Complaints
2507,33,Male,Quarterly,130.32,8,1,37,3,0.99,6,0,0.296,1-2 Complaints
2508,46,Male,Quarterly,194.1,57,0,63,4,0.83,3,0,0.215,No Complaints
2509,27,Female,Quarterly,61.94,19,5,22,1,0.8,9,0,0.489,3+ Complaints
2510,60,Female,Monthly,89.38,34,4,89,2,0.79,2,0,0.511,3+ Complaints
2511,18,Male,Monthly,187.0,10,0,81,4,0.15,7,1,0.577,No Complaints
2512,63,Male,Monthly,57.59,41,3,38,2,0.2,5,0,0.516,3+ Complaints
2513,39,Female,Annual,60.15,33,4,20,1,0.58,2,0,0.361,3+ Complaints
2514,36,Male,Monthly,119.98,23,3,81,1,0.68,0,0,0.464,3+ Complaints
2515,39,Male,Monthly,45.73,48,0,30,2,0.44,2,0,0.274,No Complaints
2516,21,Male,Annual,168.9,36,5,19,4,0.4,4,0,0.46,3+ Complaints
2517,34,Male,Annual,153.08,54,3,23,3,0.5,4,0,0.338,3+ Complaints
2518,63,Male,Monthly,87.25,21,1,19,3,0.13,1,0,0.384,1-2 Complaints
2519,58,Male,Annual,65.34,32,1,1,4,0.13,7,0,0.368,1-2 Complaints
2520,20,Male,Monthly,85.33,21,5,13,1,0.21,4,1,0.56,3+ Complaints
2521,55,Male,Quarterly,29.04,7,1,108,3,0.37,0,0,0.479,1-2 Complaints
2522,59,Male,Annual,142.85,13,3,40,4,0.12,1,0,0.473,3+ Complaints
2523,25,Female,Monthly,154.74,52,0,56,4,0.56,7,0,0.373,No Complaints
2524,53,Female,Monthly,84.03,16,5,66,2,0.89,2,0,0.513,3+ Complaints
2525,64,Male,Monthly,141.36,39,2,97,2,0.19,7,1,0.634,1-2 Complaints
2526,25,Female,Annual,176.55,35,0,29,1,0.06,2,0,0.32,No Complaints
2527,48,Female,Quarterly,164.7,43,1,89,4,0.7,6,0,0.404,1-2 Complaints
2528,55,Female,Annual,141.22,17,1,39,4,0.37,9,0,0.454,1-2 Complaints
2529,46,Male,Quarterly,196.33,1,2,116,3,0.05,1,1,0.625,1-2 Complaints
2530,24,Male,Quarterly,153.87,16,5,91,2,0.95,2,0,0.503,3+ Complaints
2531,64,Male,Quarterly,192.37,9,5,49,4,0.49,6,1,0.579,3+ Complaints
2532,23,Female,Monthly,193.23,48,5,59,2,0.78,7,0,0.542,3+ Complaints
2533,42,Female,Monthly,35.78,46,1,102,1,0.09,2,0,0.538,1-2 Complaints
2534,47,Female,Monthly,140.29,25,5,59,3,0.15,8,1,0.721,3+ Complaints
2535,54,Male,Annual,135.62,20,5,97,4,0.7,7,1,0.634,3+ Complaints
2536,57,Male,Quarterly,131.53,56,5,60,2,0.69,3,0,0.439,3+ Complaints
2537,62,Female,Monthly,148.44,11,2,35,2,0.62,1,0,0.376,1-2 Complaints
2538,18,Male,Annual,59.36,6,5,90,3,0.06,8,1,0.786,3+ Complaints
2539,61,Male,Monthly,161.41,7,5,114,1,0.96,5,1,0.659,3+ Complaints
2540,19,Male,Quarterly,161.4,46,3,34,2,0.72,8,0,0.39,3+ Complaints
2541,21,Male,Quarterly,103.01,56,5,11,1,0.65,9,0,0.435,3+ Complaints
2542,47,Female,Monthly,90.61,57,4,47,2,0.84,4,0,0.405,3+ Complaints
2543,41,Female,Quarterly,161.0,53,2,93,3,0.28,8,1,0.549,1-2 Complaints
2544,59,Male,Quarterly,97.93,3,4,41,4,0.83,5,0,0.449,3+ Complaints
2545,18,Male,Monthly,175.71,32,4,73,2,0.47,3,1,0.56,3+ Complaints
2546,27,Female,Quarterly,165.34,38,3,16,1,0.33,1,0,0.339,3+ Complaints
2547,36,Male,Monthly,129.15,56,4,2,2,0.53,8,0,0.435,3+ Complaints
2548,34,Male,Monthly,143.17,49,3,56,1,0.53,0,0,0.399,3+ Complaints
2549,56,Female,Monthly,168.01,54,4,73,2,0.33,6,1,0.596,3+ Complaints
2550,21,Male,Monthly,106.03,36,0,38,4,0.11,7,0,0.452,No Complaints
2551,25,Male,Monthly,169.2,11,5,100,3,0.55,5,1,0.705,3+ Complaints
2552,23,Female,Annual,127.66,50,0,11,1,0.04,9,0,0.367,No Complaints
2553,42,Female,Quarterly,113.46,41,1,67,3,0.16,9,0,0.514,1-2 Complaints
2554,54,Male,Monthly,20.11,39,5,100,4,0.94,7,1,0.61,3+ Complaints
2555,26,Male,Monthly,127.69,26,5,2,4,0.85,1,0,0.356,3+ Complaints
2556,49,Female,Monthly,124.91,9,1,71,3,0.42,6,0,0.529,1-2 Complaints
2557,21,Male,Monthly,174.6,5,1,41,2,0.72,6,0,0.413,1-2 Complaints
2558,23,Male,Annual,58.08,24,0,14,2,0.58,2,0,0.203,No Complaints
2559,63,Female,Monthly,98.54,17,3,94,1,0.83,3,0,0.516,3+ Complaints
2560,40,Male,Annual,67.39,15,0,54,3,0.9,8,0,0.328,No Complaints
2561,23,Female,Quarterly,130.78,58,2,33,2,0.76,2,0,0.23,1-2 Complaints
2562,28,Female,Monthly,173.92,45,1,62,1,0.05,1,0,0.449,1-2 Complaints
2563,20,Female,Quarterly,50.99,11,3,98,1,0.37,4,1,0.592,3+ Complaints
2564,36,Male,Monthly,164.16,19,3,56,4,0.65,5,0,0.5,3+ Complaints
2565,40,Male,Quarterly,199.33,35,0,118,3,0.61,2,0,0.396,No Complaints
2566,53,Male,Annual,58.95,3,0,23,1,0.36,8,0,0.391,No Complaints
2567,60,Female,Monthly,53.21,20,5,76,4,0.28,2,1,0.649,3+ Complaints
2568,53,Male,Quarterly,58.45,29,1,3,1,0.81,4,0,0.196,1-2 Complaints
2569,20,Male,Annual,69.66,53,1,50,4,0.45,4,0,0.326,1-2 Complaints
2570,36,Male,Monthly,63.87,6,5,105,1,0.7,3,1,0.664,3+ Complaints
2571,49,Male,Annual,45.82,11,2,35,1,0.17,8,0,0.521,1-2 Complaints
2572,29,Male,Monthly,101.89,6,3,23,4,0.37,1,0,0.449,3+ Complaints
2573,57,Male,Quarterly,64.49,9,1,63,2,0.4,2,0,0.406,1-2 Complaints
2574,47,Male,Monthly,169.88,9,4,59,1,0.42,5,1,0.609,3+ Complaints
2575,33,Male,Monthly,126.4,53,1,58,1,0.77,8,0,0.388,1-2 Complaints
2576,43,Male,Monthly,38.23,47,0,38,1,0.1,5,0,0.406,No Complaints
2577,39,Male,Monthly,188.72,23,5,90,4,0.28,9,1,0.778,3+ Complaints
2578,35,Female,Monthly,51.66,41,2,20,2,0.93,4,0,0.277,1-2 Complaints
2579,24,Female,Monthly,37.2,33,5,56,3,0.81,5,0,0.525,3+ Complaints
2580,20,Male,Quarterly,89.88,29,3,72,4,0.24,8,1,0.594,3+ Complaints
2581,30,Male,Quarterly,35.94,13,1,65,1,0.68,2,0,0.348,1-2 Complaints
2582,52,Male,Annual,40.34,13,5,79,2,0.47,9,1,0.684,3+ Complaints
2583,53,Female,Monthly,187.2,45,2,97,4,0.02,3,1,0.598,1-2 Complaints
2584,44,Female,Monthly,188.81,42,0,97,2,0.85,4,0,0.372,No Complaints
2585,61,Male,Quarterly,107.9,48,4,67,2,0.06,3,1,0.553,3+ Complaints
2586,60,Female,Monthly,32.54,3,5,30,3,1.0,0,0,0.408,3+ Complaints
2587,30,Male,Monthly,66.85,50,4,88,2,0.67,1,0,0.491,3+ Complaints
2588,56,Female,Annual,117.88,35,1,16,4,0.24,1,0,0.282,1-2 Complaints
2589,46,Female,Annual,176.1,26,1,116,1,0.78,8,0,0.502,1-2 Complaints
2590,57,Female,Monthly,116.56,43,4,51,1,0.41,8,1,0.583,3+ Complaints
2591,38,Male,Monthly,106.21,26,2,75,3,0.16,4,1,0.571,1-2 Complaints
2592,24,Female,Monthly,158.29,31,4,83,1,0.65,3,1,0.546,3+ Complaints
2593,28,Male,Monthly,142.32,45,5,85,1,0.05,5,1,0.717,3+ Complaints
2594,61,Male,Annual,59.59,30,0,91,2,0.77,6,0,0.376,No Complaints
2595,41,Male,Monthly,60.74,10,4,71,4,0.74,4,1,0.553,3+ Complaints
2596,62,Male,Monthly,99.23,19,3,103,3,0.83,8,1,0.607,3+ Complaints
2597,60,Female,Monthly,107.56,51,1,20,3,0.05,1,0,0.352,1-2 Complaints
2598,63,Male,Monthly,146.11,15,1,36,1,0.7,2,0,0.33,1-2 Complaints
2599,57,Male,Monthly,88.93,33,4,97,2,0.79,5,1,0.574,3+ Complaints
2600,24,Female,Quarterly,173.76,10,2,62,1,0.64,4,0,0.424,1-2 Complaints
2601,44,Female,Annual,80.36,53,2,45,4,0.05,3,0,0.42,1-2 Complaints
2602,23,Male,Quarterly,168.06,1,5,103,2,0.3,6,1,0.743,3+ Complaints
2603,60,Male,Monthly,186.32,40,3,111,2,0.41,7,1,0.658,3+ Complaints
2604,32,Male,Annual,142.76,47,4,25,3,0.74,5,0,0.361,3+ Complaints
2605,18,Female,Quarterly,127.07,28,4,66,2,0.72,2,0,0.437,3+ Complaints
2606,48,Male,Monthly,167.84,48,1,81,4,0.72,7,0,0.44,1-2 Complaints
2607,64,Female,Quarterly,35.59,13,0,74,1,0.66,8,0,0.42,No Complaints
2608,30,Male,Monthly,47.66,22,4,110,3,0.73,6,1,0.647,3+ Complaints
2609,32,Female,Monthly,94.95,44,2,95,1,0.83,1,0,0.404,1-2 Complaints
2610,18,Male,Monthly,55.63,14,3,52,2,0.34,9,1,0.622,3+ Complaints
2611,42,Male,Annual,21.64,51,2,119,2,0.51,3,0,0.486,1-2 Complaints
2612,44,Female,Quarterly,127.16,36,5,76,2,0.85,4,0,0.488,3+ Complaints
2613,20,Female,Quarterly,65.42,25,5,98,3,0.26,0,1,0.61,3+ Complaints
2614,61,Male,Annual,116.57,20,2,49,1,0.2,0,0,0.409,1-2 Complaints
2615,62,Male,Monthly,49.11,8,3,107,3,0.68,2,1,0.574,3+ Complaints
