customer_id,age,gender,country,total_spent,num_purchases,last_purchase_days_ago,email_open_rate,channel,segment
1428,36,Male,Austria,45.67,14,22,0.26,Email,Potential
1429,34,Female,Poland,312.11,11,185,0.47,Email,Champion
1430,36,Female,Hungary,274.44,11,242,0.23,Email,At Risk
1431,45,Female,Hungary,845.7,29,363,0.74,Email,At Risk
1432,43,Male,Hungary,357.86,18,283,0.92,Referral,At Risk
1433,54,Female,Poland,752.83,27,41,0.42,Organic,Champion
1434,43,Male,Poland,303.12,23,336,0.34,Paid Social,At Risk
1435,40,Female,Germany,88.47,22,162,0.96,Organic,Potential
1436,26,Female,Austria,27.83,18,160,0.44,Referral,Potential
1437,29,Male,Germany,380.61,24,89,0.49,Paid Social,Champion
1438,18,Female,France,258.31,23,322,0.35,Email,At Risk
1439,18,Male,Hungary,12.35,11,12,0.91,Email,Potential
1440,64,Male,Austria,111.59,21,73,0.57,Organic,Potential
1441,51,Female,Hungary,785.48,12,76,0.76,Organic,Champion
1442,49,Male,Austria,173.49,5,346,0.81,Organic,At Risk
1443,42,Female,Austria,141.73,23,201,0.34,Paid Social,Lost
1444,57,Female,France,152.98,9,10,0.43,Organic,Potential
1445,62,Male,Hungary,58.58,27,352,0.85,Organic,Lost
1446,18,Male,Hungary,115.0,25,226,0.36,Referral,Lost
1447,33,Male,Hungary,115.43,9,176,0.79,Referral,Potential
1448,56,Male,Hungary,13.44,22,276,0.94,Paid Social,Lost
1449,22,Female,Hungary,364.79,10,39,0.62,Paid Social,Champion
1450,39,Female,Poland,134.68,22,60,0.74,Organic,Potential
1451,46,Male,Germany,431.75,19,66,0.81,Email,Champion
1452,20,Female,Hungary,474.86,1,321,0.85,Email,At Risk
1453,29,Female,Hungary,59.56,7,124,0.4,Organic,Potential
1454,43,Female,Germany,267.76,4,164,0.05,Organic,Champion
1455,33,Female,France,159.8,1,159,0.4,Email,Potential
1456,54,Male,Germany,530.39,15,57,0.67,Email,Champion
1457,39,Male,Poland,60.75,8,78,0.45,Organic,Potential
1458,46,Female,Germany,283.16,12,194,0.75,Email,At Risk
1459,31,Male,Poland,233.97,22,285,0.36,Paid Social,At Risk
1460,45,Male,Austria,87.5,22,15,0.63,Paid Social,Potential
1461,22,Male,Hungary,36.72,18,12,0.19,Email,Potential
1462,64,Female,Poland,263.63,15,101,0.75,Email,Champion
1463,47,Female,Hungary,335.42,17,156,0.55,Paid Social,Champion
1464,63,Female,Austria,94.81,29,340,0.2,Referral,Lost
1465,22,Male,Hungary,258.79,14,125,0.29,Paid Social,Champion
1466,29,Female,Austria,125.69,14,359,0.75,Email,Lost
1467,33,Female,Austria,312.25,18,280,0.48,Paid Social,At Risk
1468,43,Male,Austria,55.54,20,110,0.22,Referral,Potential
1469,43,Female,Austria,552.31,18,334,0.97,Referral,At Risk
1470,38,Female,Hungary,84.71,16,357,0.72,Organic,Lost
1471,56,Male,Hungary,114.63,1,146,0.96,Referral,Potential
1472,53,Male,Germany,14.96,23,216,0.43,Email,Lost
1473,50,Male,Hungary,29.56,27,162,0.48,Email,Potential
1474,47,Female,France,181.35,11,128,0.9,Organic,Champion
1475,54,Female,Hungary,77.85,15,314,0.53,Email,Lost
1476,40,Female,Poland,451.18,12,332,0.71,Referral,At Risk
1477,27,Male,France,3.7,8,150,0.25,Organic,Potential
1478,22,Male,Austria,119.14,22,36,0.45,Referral,Potential
1479,53,Female,Hungary,102.88,20,173,0.12,Organic,Potential
1480,51,Female,Austria,4.88,6,22,0.21,Organic,Potential
1481,48,Male,Poland,33.2,3,206,0.0,Paid Social,Lost
1482,27,Male,Germany,133.46,28,127,0.04,Paid Social,Potential
1483,36,Male,France,169.74,24,336,0.98,Email,Lost
1484,49,Male,Austria,129.5,26,356,0.24,Organic,Lost
1485,18,Female,Hungary,189.25,13,217,0.66,Referral,At Risk
1486,22,Male,Germany,226.05,13,96,0.84,Organic,Champion
1487,62,Female,Hungary,2.49,2,164,0.55,Organic,Potential
1488,21,Female,Hungary,155.95,5,148,0.15,Organic,Potential
1489,33,Female,Hungary,827.61,17,18,0.73,Paid Social,Champion
1490,41,Male,Hungary,182.99,6,294,0.6,Referral,At Risk
1491,33,Male,Hungary,282.95,2,195,0.73,Email,At Risk
1492,19,Male,Hungary,93.44,4,151,0.77,Email,Potential
1493,45,Male,Poland,371.8,22,123,0.98,Organic,Champion
1494,49,Female,Germany,370.61,26,187,0.57,Paid Social,At Risk
1495,44,Male,Poland,184.17,11,149,0.34,Paid Social,Champion
1496,37,Male,Germany,932.57,8,104,0.65,Paid Social,Champion
1497,41,Female,Hungary,33.54,12,243,0.07,Organic,Lost
1498,29,Male,Germany,4.27,8,231,0.9,Email,Lost
1499,52,Female,Germany,367.59,11,206,0.12,Paid Social,At Risk
1500,50,Female,Hungary,411.47,22,198,0.33,Email,At Risk
1501,50,Female,France,32.02,20,337,0.82,Paid Social,Lost
1502,60,Female,Hungary,77.17,8,87,0.6,Organic,Potential
1503,54,Female,France,4.43,29,142,0.39,Email,Potential
1504,29,Female,France,86.79,8,317,0.47,Organic,Lost
1505,20,Female,Hungary,370.86,26,199,0.85,Referral,At Risk
1506,18,Female,Hungary,182.43,17,46,0.34,Email,Champion
1507,50,Male,Austria,106.96,20,288,0.87,Organic,Lost
1508,57,Male,Germany,116.2,20,15,0.09,Referral,Potential
1509,27,Male,Hungary,0.34,23,44,0.78,Paid Social,Potential
1510,60,Male,Poland,89.1,16,169,0.85,Organic,Potential
1511,61,Female,Hungary,259.94,14,310,0.18,Email,At Risk
1512,46,Male,France,914.29,11,44,0.43,Organic,Champion
1513,30,Female,Poland,469.43,7,98,0.17,Email,Champion
1514,29,Male,Hungary,5.97,16,261,0.71,Email,Lost
1515,48,Male,Hungary,572.07,13,109,0.54,Referral,Champion
1516,63,Male,Hungary,382.19,27,283,0.64,Paid Social,At Risk
1517,19,Female,Hungary,378.96,15,343,0.2,Paid Social,At Risk
1518,52,Male,Hungary,153.12,24,104,0.21,Email,Potential
1519,40,Female,France,126.88,16,256,0.04,Organic,Lost
1520,34,Female,Hungary,90.21,27,206,0.32,Paid Social,Lost
1521,43,Male,Germany,16.99,21,335,0.56,Paid Social,Lost
1522,25,Male,Poland,64.77,23,43,0.86,Organic,Potential
1523,46,Male,Austria,70.79,24,353,0.67,Paid Social,Lost
1524,43,Female,France,165.45,9,245,0.44,Referral,Lost
1525,27,Male,Hungary,344.03,3,287,0.95,Referral,At Risk
1526,43,Female,France,160.52,19,355,0.72,Organic,Lost
1527,51,Female,Germany,14.9,20,273,0.93,Organic,Lost
1528,58,Male,Germany,791.27,5,83,0.53,Organic,Champion
1529,24,Male,Hungary,714.97,10,110,0.26,Referral,Champion
1530,21,Female,Austria,384.5,17,190,0.05,Organic,At Risk
1531,62,Female,Germany,1186.91,15,288,0.73,Email,At Risk
1532,28,Female,Hungary,196.58,23,251,0.12,Organic,At Risk
1533,46,Male,Hungary,822.65,25,212,0.3,Email,At Risk
1534,53,Female,Germany,19.65,8,291,0.53,Paid Social,Lost
1535,42,Male,Austria,113.8,15,133,0.56,Email,Potential
1536,38,Female,France,63.85,21,201,0.6,Organic,Lost
1537,53,Female,Austria,54.49,14,285,0.17,Email,Lost
1538,27,Male,Hungary,37.94,20,326,0.38,Organic,Lost
1539,54,Female,Germany,243.49,28,95,0.62,Email,Champion
1540,26,Male,Germany,380.04,7,278,0.97,Referral,At Risk
1541,41,Male,Hungary,215.86,21,325,0.73,Organic,At Risk
1542,52,Female,Hungary,39.74,23,219,0.92,Referral,Lost
1543,52,Male,Austria,416.67,12,89,0.76,Paid Social,Champion
1544,53,Male,Hungary,252.62,17,72,0.59,Organic,Champion
1545,35,Female,Germany,122.82,17,247,0.19,Paid Social,Lost
1546,56,Male,Hungary,280.31,10,129,0.67,Organic,Champion
1547,49,Male,Hungary,75.24,29,212,0.62,Email,Lost
1548,41,Male,Hungary,105.85,19,343,0.6,Email,Lost
1549,40,Female,Poland,623.7,14,96,0.49,Organic,Champion
1550,49,Male,Austria,85.8,11,75,0.53,Paid Social,Potential
1551,54,Female,Poland,158.71,2,54,0.33,Email,Potential
1552,29,Female,Germany,552.14,18,344,0.52,Referral,At Risk
1553,30,Male,Hungary,307.51,7,54,0.2,Paid Social,Champion
1554,40,Male,Germany,16.06,12,218,0.81,Referral,Lost
1555,42,Male,Germany,39.84,26,16,0.19,Paid Social,Potential
1556,52,Female,Austria,1.97,2,99,0.08,Paid Social,Potential
1557,58,Male,Hungary,249.19,27,20,0.44,Email,Champion
1558,47,Male,Germany,148.4,20,46,0.66,Paid Social,Potential
1559,34,Male,Hungary,36.05,18,193,0.44,Paid Social,Lost
1560,37,Male,Hungary,792.13,6,58,0.28,Paid Social,Champion
1561,42,Male,France,188.57,24,111,0.56,Email,Champion
1562,39,Female,Germany,69.23,10,129,0.35,Email,Potential
1563,30,Female,Hungary,173.59,20,337,0.93,Paid Social,At Risk
1564,36,Male,Hungary,284.56,15,194,0.92,Paid Social,At Risk
1565,53,Male,Germany,19.83,5,340,0.5,Paid Social,Lost
1566,29,Male,Austria,80.29,20,326,0.33,Paid Social,Lost
1567,58,Male,Austria,411.22,3,8,0.74,Organic,Champion
1568,36,Female,Poland,153.89,5,29,0.04,Email,Potential
1569,29,Male,Austria,197.73,25,112,0.47,Paid Social,Champion
1570,26,Female,Hungary,141.77,8,161,0.34,Paid Social,Potential
1571,24,Female,France,11.22,8,131,0.92,Organic,Potential
1572,45,Male,Germany,45.31,8,188,0.01,Organic,Lost
1573,31,Female,Hungary,147.44,12,163,0.55,Referral,Potential
1574,48,Female,Austria,58.67,24,197,0.74,Paid Social,Lost
1575,36,Female,Hungary,12.82,23,364,0.49,Organic,Lost
1576,64,Female,Poland,463.91,8,204,0.09,Paid Social,At Risk
1577,33,Male,Germany,993.38,11,212,0.97,Paid Social,At Risk
1578,22,Male,France,393.93,14,109,0.52,Organic,Champion
1579,52,Female,France,480.67,8,276,0.61,Paid Social,At Risk
1580,29,Male,Austria,69.26,29,73,0.24,Paid Social,Potential
1581,42,Male,France,808.67,24,167,0.48,Paid Social,Champion
1582,38,Male,France,54.83,28,260,0.43,Paid Social,Lost
1583,53,Male,Hungary,756.19,10,243,0.07,Paid Social,At Risk
1584,40,Male,Germany,1315.7,7,275,0.11,Referral,At Risk
1585,33,Female,Hungary,310.96,28,102,0.84,Paid Social,Champion
1586,56,Male,France,992.73,17,173,0.24,Organic,Champion
1587,62,Male,Germany,210.73,4,171,0.19,Organic,Champion
1588,59,Male,France,75.12,29,141,0.5,Paid Social,Potential
1589,56,Male,Hungary,143.62,13,188,0.77,Email,Lost
1590,31,Female,Hungary,225.08,4,86,0.06,Organic,Champion
1591,48,Female,France,18.97,5,52,0.58,Email,Potential
1592,22,Female,Hungary,243.44,26,111,0.12,Organic,Champion
1593,52,Female,Hungary,993.18,22,342,0.04,Paid Social,At Risk
1594,40,Male,Hungary,52.71,4,43,0.05,Email,Potential
1595,46,Female,Poland,393.27,18,211,0.83,Paid Social,At Risk
1596,60,Male,France,596.22,6,200,0.12,Paid Social,At Risk
1597,28,Male,Hungary,719.27,24,298,0.05,Organic,At Risk
1598,35,Male,Hungary,805.57,24,346,0.44,Email,At Risk
1599,64,Male,Hungary,184.25,23,240,0.84,Organic,At Risk
1600,29,Male,Austria,946.43,22,115,0.26,Referral,Champion
1601,26,Female,France,353.99,2,26,0.42,Organic,Champion
1602,27,Female,Hungary,44.09,23,299,0.04,Referral,Lost
1603,61,Female,Hungary,162.0,11,77,0.45,Paid Social,Potential
1604,34,Female,Hungary,316.76,28,137,0.58,Email,Champion
1605,55,Male,France,71.04,14,20,0.57,Paid Social,Potential
1606,24,Female,Austria,255.84,5,211,0.33,Referral,At Risk
1607,63,Male,Hungary,274.6,6,240,0.32,Organic,At Risk
1608,30,Female,Hungary,44.39,10,39,0.11,Organic,Potential
1609,57,Male,Hungary,208.15,8,268,0.37,Paid Social,At Risk
1610,59,Male,Poland,369.19,14,207,0.1,Organic,At Risk
1611,26,Female,Hungary,172.74,24,267,0.77,Organic,At Risk
1612,44,Male,Austria,3.04,3,154,0.97,Referral,Potential
1613,19,Male,France,2.27,12,42,0.97,Referral,Potential
1614,22,Female,Hungary,110.41,16,11,0.87,Paid Social,Potential
1615,46,Male,Hungary,651.58,28,294,0.6,Referral,At Risk
1616,54,Female,Hungary,64.91,23,98,0.7,Paid Social,Potential
1617,55,Female,France,251.53,17,275,0.29,Organic,At Risk
1618,36,Female,Austria,62.78,1,230,0.63,Email,Lost
1619,25,Male,France,97.03,23,220,0.46,Email,Lost
1620,62,Male,Germany,471.04,10,65,0.48,Referral,Champion
1621,18,Male,Hungary,326.28,25,355,0.76,Organic,At Risk
1622,39,Female,Poland,25.07,23,232,0.28,Email,Lost
1623,34,Male,Austria,139.96,10,328,0.32,Organic,Lost
1624,24,Female,Hungary,7.4,21,52,0.92,Organic,Potential
1625,42,Female,Poland,163.91,24,263,0.06,Organic,Lost
1626,62,Male,France,271.5,2,267,0.49,Referral,At Risk
1627,21,Female,Germany,31.53,9,359,0.91,Email,Lost
1628,53,Male,France,85.23,22,317,0.61,Email,Lost
1629,23,Male,Austria,126.81,13,324,0.55,Paid Social,Lost
1630,48,Male,France,629.97,25,154,0.25,Paid Social,Champion
1631,36,Male,Hungary,1249.74,16,358,0.34,Organic,At Risk
1632,61,Male,Hungary,11.49,18,140,0.85,Organic,Potential
1633,56,Female,Poland,357.83,19,51,0.56,Paid Social,Champion
1634,44,Female,Hungary,116.19,12,117,0.51,Email,Potential
1635,27,Female,Hungary,124.58,8,46,0.1,Paid Social,Potential
1636,43,Male,Germany,350.88,17,309,0.02,Organic,At Risk
1637,36,Male,Germany,626.56,15,88,0.96,Organic,Champion
1638,56,Male,France,753.62,10,208,0.38,Organic,At Risk
1639,20,Female,Poland,215.17,15,269,0.6,Paid Social,At Risk
1640,62,Male,Hungary,110.45,15,89,0.08,Referral,Potential
1641,30,Female,Hungary,387.26,23,118,0.68,Email,Champion
1642,45,Female,Hungary,72.25,7,54,0.93,Email,Potential
1643,37,Male,Austria,207.57,13,116,0.58,Paid Social,Champion
1644,45,Male,France,111.02,17,118,0.13,Paid Social,Potential
1645,25,Female,Hungary,267.24,9,260,0.58,Organic,At Risk
1646,58,Male,Austria,68.74,8,75,0.77,Referral,Potential
1647,56,Female,Austria,53.17,20,305,0.41,Email,Lost
1648,18,Male,Austria,625.99,26,7,0.88,Organic,Champion
1649,20,Male,Poland,26.84,27,122,0.65,Paid Social,Potential
1650,30,Female,Hungary,176.28,21,11,0.9,Paid Social,Champion
1651,45,Male,Austria,62.39,18,348,0.62,Email,Lost
1652,42,Female,Germany,9.93,13,215,0.13,Referral,Lost
1653,50,Male,Austria,9.17,16,279,0.31,Paid Social,Lost
1654,55,Female,France,48.16,9,28,0.2,Paid Social,Potential
1655,23,Female,Austria,503.92,12,235,0.91,Organic,At Risk
1656,61,Male,France,82.99,12,313,0.76,Organic,Lost
1657,62,Female,Hungary,751.24,6,26,0.68,Organic,Champion
1658,49,Male,Germany,217.84,19,54,0.3,Organic,Champion
1659,62,Male,Poland,143.45,28,29,0.18,Email,Potential
1660,64,Male,Poland,216.93,7,353,0.76,Email,At Risk
1661,38,Female,Hungary,181.78,25,164,0.47,Organic,Champion
1662,33,Female,Hungary,355.51,3,270,0.23,Email,At Risk
1663,38,Male,Hungary,82.99,16,334,0.62,Organic,Lost
1664,28,Male,France,108.87,18,35,0.04,Paid Social,Potential
1665,54,Female,Austria,561.3,16,286,0.33,Organic,At Risk
1666,53,Male,Hungary,731.82,23,348,0.47,Paid Social,At Risk
1667,52,Male,Germany,557.7,7,273,0.15,Organic,At Risk
1668,36,Female,Austria,135.94,4,208,0.98,Paid Social,Lost
1669,37,Male,France,378.95,27,238,0.21,Paid Social,At Risk
1670,35,Female,Germany,161.73,25,93,0.13,Referral,Potential
1671,64,Male,Germany,172.06,8,173,0.2,Organic,Champion
1672,58,Female,Germany,57.25,13,79,0.77,Organic,Potential
1673,31,Male,Hungary,223.59,13,110,0.43,Organic,Champion
1674,32,Male,Germany,51.49,17,217,0.57,Email,Lost
1675,48,Female,France,100.7,17,358,0.02,Organic,Lost
1676,18,Male,Austria,482.81,5,106,0.03,Email,Champion
1677,20,Female,France,58.01,6,47,0.45,Paid Social,Potential
1678,33,Male,Austria,18.45,19,181,0.82,Paid Social,Potential
1679,40,Female,Hungary,17.88,13,64,0.89,Paid Social,Potential
1680,28,Female,Germany,706.64,25,246,0.09,Organic,At Risk
1681,29,Female,Hungary,176.77,28,244,0.54,Organic,At Risk
1682,27,Female,Hungary,131.66,26,320,0.91,Paid Social,Lost
1683,49,Male,France,416.34,14,87,0.39,Paid Social,Champion
1684,33,Male,Poland,451.71,22,217,0.83,Organic,At Risk
1685,25,Female,Hungary,100.94,4,7,0.13,Organic,Potential
1686,55,Female,Germany,295.73,28,278,0.94,Referral,At Risk
1687,29,Female,Austria,368.64,7,337,0.75,Organic,At Risk
1688,41,Male,Hungary,265.8,8,210,0.94,Email,At Risk
1689,45,Male,Germany,41.1,25,169,0.68,Email,Potential
1690,25,Male,France,521.63,13,330,0.36,Organic,At Risk
1691,45,Male,France,193.64,27,138,0.94,Organic,Champion
1692,53,Female,Hungary,82.99,6,306,0.28,Organic,Lost
1693,43,Female,Hungary,138.45,6,230,0.33,Email,Lost
1694,25,Female,Austria,9.57,24,308,0.7,Email,Lost
1695,45,Male,Germany,34.2,28,161,0.77,Email,Potential
1696,45,Male,Hungary,362.62,21,1,0.93,Referral,Champion
1697,54,Male,Austria,0.0,3,236,0.2,Email,Lost
1698,58,Female,Hungary,134.71,28,188,0.8,Organic,Lost
1699,53,Female,France,184.8,3,4,0.74,Organic,Champion
1700,44,Male,Hungary,14.05,13,132,0.06,Email,Potential
1701,34,Female,Poland,903.7,22,218,0.39,Organic,At Risk
1702,26,Male,Hungary,64.09,2,260,0.28,Organic,Lost
1703,50,Male,Hungary,90.67,16,1,0.3,Email,Potential
1704,37,Female,Hungary,90.58,22,71,0.98,Paid Social,Potential
1705,30,Male,Hungary,65.48,29,178,0.64,Referral,Potential
1706,45,Female,Austria,0.37,6,189,0.72,Email,Lost
1707,46,Male,Poland,326.73,8,291,0.98,Organic,At Risk
1708,30,Female,Hungary,851.64,23,8,0.38,Referral,Champion
1709,63,Female,Germany,63.5,8,253,0.8,Organic,Lost
1710,52,Female,France,271.95,25,292,0.43,Paid Social,At Risk
1711,23,Male,Austria,338.6,6,244,0.87,Paid Social,At Risk
1712,35,Male,Germany,471.67,14,123,0.18,Organic,Champion
1713,22,Female,Hungary,137.32,3,299,0.95,Paid Social,Lost
1714,64,Female,Germany,90.22,10,283,0.22,Organic,Lost
1715,42,Male,France,98.37,3,32,0.33,Paid Social,Potential
1716,19,Male,Hungary,311.74,27,334,0.76,Paid Social,At Risk
1717,27,Male,France,424.27,12,146,0.39,Email,Champion
1718,47,Female,Hungary,50.11,17,156,0.61,Email,Potential
1719,62,Male,Austria,115.88,27,16,0.44,Organic,Potential
1720,22,Male,Hungary,580.54,29,355,0.74,Paid Social,At Risk
1721,50,Female,Germany,410.87,5,47,0.23,Paid Social,Champion
1722,18,Male,Germany,1047.58,20,251,0.06,Organic,At Risk
1723,35,Male,France,350.86,25,187,0.3,Email,At Risk
1724,49,Male,Hungary,124.89,9,31,0.47,Email,Potential
1725,64,Female,Germany,223.29,21,260,0.17,Organic,At Risk
1726,28,Female,Germany,270.45,26,17,0.35,Paid Social,Champion
1727,38,Female,Germany,20.43,20,39,0.4,Organic,Potential
1728,43,Female,France,196.59,7,304,0.06,Email,At Risk
1729,42,Female,France,308.88,22,39,0.58,Organic,Champion
1730,39,Female,Austria,45.78,4,132,0.88,Referral,Potential
1731,44,Female,Hungary,379.25,13,30,0.15,Email,Champion
1732,30,Male,Austria,219.13,13,158,0.6,Paid Social,Champion
1733,50,Male,Germany,760.3,10,278,0.66,Paid Social,At Risk
1734,51,Female,Hungary,10.84,18,203,0.42,Referral,Lost
1735,58,Male,Hungary,77.08,17,66,0.7,Paid Social,Potential
1736,52,Male,Hungary,230.05,20,108,0.41,Organic,Champion
1737,18,Female,Austria,87.94,20,268,0.5,Paid Social,Lost
1738,38,Male,France,313.31,13,222,0.01,Email,At Risk
1739,23,Male,Austria,355.75,17,292,0.69,Email,At Risk
1740,45,Male,Germany,27.04,22,18,0.66,Email,Potential
1741,34,Male,Germany,180.31,4,90,0.04,Referral,Champion
1742,22,Male,Hungary,177.77,1,181,0.37,Referral,Champion
1743,48,Female,Hungary,115.22,1,255,0.98,Referral,Lost
1744,22,Female,Germany,675.49,15,253,0.42,Organic,At Risk
1745,55,Female,Hungary,439.35,13,257,0.5,Paid Social,At Risk
1746,20,Male,Hungary,298.68,17,346,0.91,Email,At Risk
1747,40,Female,Germany,313.23,24,87,0.72,Email,Champion
1748,54,Male,France,154.84,26,90,0.58,Email,Potential
1749,54,Male,Poland,634.56,8,237,0.8,Organic,At Risk
1750,27,Male,Poland,296.53,18,70,0.86,Email,Champion
1751,27,Male,France,326.39,27,44,0.46,Email,Champion
1752,36,Female,Germany,494.57,13,200,0.48,Organic,At Risk
1753,34,Female,France,80.08,23,152,0.39,Paid Social,Potential
1754,38,Male,Austria,411.36,14,86,0.97,Organic,Champion
1755,31,Female,Hungary,54.3,8,19,0.7,Paid Social,Potential
1756,26,Male,Germany,105.91,8,101,0.08,Organic,Potential
1757,63,Female,Austria,102.22,27,95,0.86,Paid Social,Potential
1758,18,Female,Hungary,960.22,26,254,0.48,Paid Social,At Risk
1759,62,Male,Germany,485.42,15,357,0.07,Email,At Risk
1760,30,Female,Germany,301.97,27,30,0.55,Email,Champion
1761,21,Male,Hungary,324.62,13,249,0.42,Email,At Risk
1762,18,Female,Hungary,206.43,7,33,0.88,Organic,Champion
1763,57,Male,Hungary,734.79,5,229,0.2,Organic,At Risk
1764,49,Male,Hungary,171.42,17,12,0.83,Referral,Potential
1765,51,Female,Hungary,119.72,28,118,0.56,Organic,Potential
1766,45,Female,Austria,44.49,25,350,0.05,Referral,Lost
1767,48,Male,Hungary,385.69,29,155,0.97,Email,Champion
1768,25,Female,Germany,331.48,16,246,0.51,Paid Social,At Risk
1769,56,Female,Hungary,121.27,23,332,0.29,Referral,Lost
1770,43,Male,Poland,6.38,2,247,0.47,Organic,Lost
1771,51,Male,Hungary,456.58,22,29,0.86,Paid Social,Champion
1772,20,Female,Germany,2.87,18,161,0.3,Email,Potential
1773,29,Male,Austria,304.1,17,235,0.19,Paid Social,At Risk
1774,18,Male,Austria,878.79,7,190,0.13,Referral,At Risk
1775,61,Male,Hungary,143.91,13,117,0.3,Organic,Potential
1776,22,Female,Austria,66.96,18,271,0.78,Paid Social,Lost
1777,47,Female,Germany,305.09,29,258,0.47,Paid Social,At Risk
1778,47,Male,Germany,424.74,14,180,0.23,Email,Champion
1779,34,Female,Hungary,197.65,18,172,0.17,Organic,Champion
1780,64,Male,Hungary,853.08,13,274,0.33,Paid Social,At Risk
1781,40,Female,France,13.26,11,259,0.94,Email,Lost
1782,32,Male,Germany,175.7,21,135,0.34,Organic,Champion
1783,54,Male,Germany,316.86,21,171,0.99,Email,Champion
1784,38,Female,France,496.29,16,210,0.49,Paid Social,At Risk
1785,31,Male,Austria,49.39,23,236,0.18,Email,Lost
1786,19,Female,Hungary,402.36,17,186,0.89,Email,Champion
1787,28,Female,France,201.14,8,364,0.46,Organic,At Risk
1788,56,Male,Hungary,126.27,19,95,0.71,Paid Social,Potential
1789,55,Male,Austria,35.31,20,11,0.98,Referral,Potential
1790,51,Female,France,501.17,15,68,0.05,Paid Social,Champion
1791,55,Male,Poland,42.78,9,210,0.1,Referral,Lost
1792,51,Male,Hungary,92.69,20,196,0.72,Paid Social,Lost
1793,35,Male,Hungary,85.64,10,98,0.28,Organic,Potential
1794,47,Male,Hungary,512.79,12,93,0.18,Paid Social,Champion
1795,32,Male,Hungary,279.22,21,22,0.04,Referral,Champion
1796,44,Female,Hungary,398.25,23,172,0.02,Paid Social,Champion
1797,51,Female,Poland,72.08,20,134,0.77,Referral,Potential
1798,55,Male,Hungary,245.12,1,25,0.13,Referral,Champion
1799,50,Male,Hungary,212.01,25,185,0.47,Paid Social,Champion
1800,41,Male,Austria,447.19,20,85,0.61,Organic,Champion
1801,32,Female,Germany,591.35,9,55,0.43,Email,Champion
1802,47,Male,Austria,3.06,22,251,0.03,Paid Social,Lost
1803,59,Female,Hungary,280.23,15,144,0.78,Email,Champion
1804,34,Female,Germany,13.31,1,351,0.01,Paid Social,Lost
1805,22,Female,Hungary,198.99,12,167,0.76,Paid Social,Champion
1806,46,Male,Hungary,84.79,3,224,0.89,Email,Lost
1807,21,Female,Poland,91.6,11,220,0.43,Paid Social,Lost
1808,27,Male,Hungary,108.84,2,179,0.54,Paid Social,Potential
1809,34,Female,Germany,242.75,16,119,0.48,Paid Social,Champion
1810,27,Male,Germany,101.64,9,265,0.39,Paid Social,Lost
1811,34,Female,Hungary,329.85,15,150,0.89,Paid Social,Champion
1812,37,Male,Austria,129.6,12,215,0.89,Email,Lost
1813,41,Female,Hungary,17.7,1,197,0.34,Paid Social,Lost
1814,22,Male,France,382.84,13,42,0.62,Paid Social,Champion
1815,51,Male,Poland,84.13,14,53,0.93,Email,Potential
1816,23,Male,Germany,141.75,25,330,0.96,Organic,Lost
1817,19,Male,Poland,289.15,25,251,0.51,Organic,At Risk
1818,30,Female,Hungary,101.04,8,295,0.45,Referral,Lost
1819,60,Female,Germany,14.56,8,271,0.28,Email,Lost
1820,60,Male,Hungary,117.07,27,123,0.96,Paid Social,Potential
1821,28,Female,France,722.61,12,339,0.14,Email,At Risk
1822,64,Male,Poland,256.62,1,266,0.58,Organic,At Risk
1823,40,Male,Hungary,278.29,11,348,0.28,Email,At Risk
1824,33,Female,France,250.11,8,29,0.28,Paid Social,Champion
1825,48,Male,Hungary,55.47,10,35,0.4,Paid Social,Potential
1826,28,Male,Germany,135.46,19,6,1.0,Paid Social,Potential
1827,33,Female,Germany,347.52,11,111,0.05,Organic,Champion
1828,25,Male,Poland,26.72,7,294,0.58,Organic,Lost
1829,21,Male,France,81.38,11,77,0.08,Referral,Potential
1830,57,Male,Hungary,80.85,17,349,0.15,Paid Social,Lost
1831,21,Male,Hungary,141.42,1,147,0.44,Paid Social,Potential
1832,42,Female,Hungary,982.66,26,67,0.51,Organic,Champion
1833,20,Female,Hungary,17.47,29,8,0.26,Organic,Potential
1834,49,Female,Hungary,182.82,21,122,0.32,Email,Champion
1835,20,Male,Austria,49.42,21,340,0.09,Paid Social,Lost
1836,44,Male,Germany,882.34,8,175,0.3,Paid Social,Champion
1837,46,Female,Germany,30.06,23,179,0.97,Organic,Potential
1838,49,Male,Hungary,129.21,24,85,0.94,Email,Potential
1839,36,Male,Austria,334.74,6,45,0.33,Organic,Champion
1840,38,Male,France,304.82,22,136,0.57,Organic,Champion
1841,22,Male,Hungary,137.36,18,343,0.91,Paid Social,Lost
1842,35,Female,France,106.36,6,16,0.01,Organic,Potential
1843,45,Female,Germany,126.71,5,333,0.81,Organic,Lost
1844,59,Female,Hungary,76.73,13,195,0.95,Email,Lost
1845,39,Male,Germany,57.46,19,9,0.09,Email,Potential
1846,38,Female,Germany,164.95,22,316,0.16,Email,Lost
1847,23,Female,Hungary,78.18,8,334,0.96,Paid Social,Lost
1848,18,Male,Poland,84.73,9,333,0.54,Organic,Lost
1849,22,Male,Austria,267.33,17,327,0.01,Organic,At Risk
1850,58,Female,France,864.74,3,15,0.26,Referral,Champion
1851,29,Female,Germany,231.36,19,327,0.45,Paid Social,At Risk
1852,43,Female,Germany,20.03,11,102,0.69,Email,Potential
1853,63,Female,France,19.65,24,226,0.73,Organic,Lost
